"amd64_code","aarch64_code"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, r13;mov esi, 0x38;call 0x1000 ;mov rdi, qword ptr [r12+0x38];jmp 0x2000","mov x0, x22;mov w1, # 0x38;bl 0x1000 ;b 0x2000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"lea eax, [rbx-0x1];mov r13, qword ptr [rdi+rax*8];mov rbx, rax;test r13, r13;je 0x1000","sub w0, w19, # 0x1;ldr x21, [];ldr x22, [];cbz x21, 0x1000"
"test rdi, rdi;je 0x1000","cbz x0, 0x1000;mov x8, x0"
"test ebx, ebx;jne 0x1000","cbnz w19, 0x1000;ldp x21, x22, []"
"mov rdi, qword ptr [r13+0x38];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [r12+0x18];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [r13+0x10];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, r12;mov esi, 0x80;call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000","mov x0, x21;bl 0x1000 ;mov w1, # 0x80;mov x0, x20;bl 0x2000 ;bl 0x3000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, r13;mov esi, 0x70;call 0x1000 ;mov rdi, qword ptr [r12+0x28];jmp 0x2000","mov x0, x22;mov w1, # 0x70;bl 0x1000 ;b 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x20];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov eax, dword ptr [rsp+0x2c];xor esi, esi;lea edx, [rax+0x1];shl rdx, 0x2;call 0x1000 ;mov rdi, qword ptr [rsp+0x20];mov dword ptr [rsp+0x28], 0x0;test rdi, rdi;je 0x2000","ldur w8, [];add w2, w8, # 0x1;mov x0, x25;bl 0x1000 ;cbz x0, 0x2000"
"call 0x1000 ;call 0x2000 ;call 0x3000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x10];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov eax, dword ptr [rsp+0x1c];xor esi, esi;lea edx, [rax+0x1];call 0x1000 ;mov rdi, qword ptr [rsp+0x10];mov dword ptr [rsp+0x18], 0x0;test rdi, rdi;je 0x2000","ldur w8, [];mov x0, x19;add w2, w8, # 0x1;mov w1, wzr;bl 0x1000 ;cbz x0, 0x2000"
"call 0x1000 ;call 0x2000 ;call 0x3000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x8];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"xor edi, edi;call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000","mov x0, xzr;bl 0x1000 ;mov x0, x20;bl 0x2000"
"call 0x1000 ;mov rdi, qword ptr [rsp+0x8];xor esi, esi;mov edx, eax;shl rdx, 0x2;call 0x2000 ;mov rdi, qword ptr [rsp+0x8];call 0x3000 ;mov qword ptr [rsp+0x8], 0x0","mov x0, x24;bl 0x1000 ;lsl w2, w0, # 0x2;mov x1, xzr;mov x0, x25;bl 0x2000 ;str xzr, []"
"mov rdi, qword ptr [rsp+0x20];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x10];test rdi, rdi;jne 0x1000","ldr x0, [];cbnz x0, 0x1000"
"call 0x1000 ;jmp 0x2000"," bl 0x1000 ;b 0x2000"
"mov rdi, r14;call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000 ;mov eax, 0x4000;jmp 0x5000","mov x0, x20;bl 0x1000 ;mov w0, # 0x2000;bl 0x3000 ;b 0x4000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x20];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, r14;call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000 ;mov eax, 0x4000;jmp 0x5000","mov x0, x20;bl 0x1000 ;mov w0, # 0x2000;bl 0x3000 ;b 0x4000"
"call 0x1000 ;jmp 0x2000"," bl 0x1000 ;b 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x20];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, r14;call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000 ;mov eax, 0x4000;jmp 0x5000","mov x0, x20;bl 0x1000 ;mov w0, # 0x2000;bl 0x3000 ;b 0x4000"
"call 0x1000 ;jmp 0x2000"," bl 0x1000 ;b 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, rax;mov rax, rdx;add rax, 0x1;jne 0x1000","mov x6, x2;b 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x20];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;call 0x2000 ;call 0x3000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x10];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, r14;mov esi, 0x110;call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000","mov x0, x20;bl 0x1000 ;mov w1, # 0x110;mov x0, x19;bl 0x2000"
"mov rdi, r14;mov esi, 0xe8;call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000","mov x0, x20;bl 0x1000 ;mov w1, # 0xe8;mov x0, x19;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rax, qword ptr [r15];mov rdi, r15;call qword ptr [rax+0x10];call qword ptr [rax+0x10];call qword ptr [rax+0x10]","ldr x0, [];ldr x1, [];mov x0, x20;blr x1"
"mov rdi, qword ptr [rbp-0x48];mov rax, qword ptr [rdi];call qword ptr [rax+0x10];mov rdi, r12;call 0x1000 ;call 0x2000","ldr x0, [];ldr x0, [];bl 0x1000 ;mov x0, x21;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rax, qword ptr [r12];mov rdi, r12;call qword ptr [rax+0x10];mov rdi, rbp;call 0x1000 ;call 0x2000","ldr x0, [];ldr x0, [];mov x0, x20;bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x40];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0x30];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"lea r12, [rsp+0x10];mov rdi, qword ptr [rsp+0x20];test rdi, rdi;je 0x1000","add x21, sp, # 0x40;ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, r12;call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000 ;mov eax, 0x4000;jmp 0x5000","mov x0, x21;bl 0x1000 ;mov w0, # 0x2000;bl 0x3000 ;b 0x4000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x40];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"lea r12, [rsp+0x10];mov rdi, qword ptr [rsp+0x30];test rdi, rdi;jne 0x1000","ldr x0, [];cbnz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"jmp 0x1000"," b 0x1000 ;str x21, []"
"mov rdi, qword ptr [rsp+0x40];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"lea r12, [rsp+0x10];jmp 0x1000","add x21, sp, # 0x40;b 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x20];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, rax;mov rax, rdx;add rax, 0x1;jne 0x1000","mov x6, x2;b 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x40];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0x30];test rdi, rdi;jne 0x1000","ldr x0, [];cbnz x0, 0x1000"
"call 0x1000 ;jmp 0x2000"," bl 0x1000 ;b 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"jmp 0x1000"," b 0x1000 ;str x21, []"
"mov rbp, rax;test r13, r13;je 0x1000","mov x20, x0;cbz x22, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"mov rdi, r13;call 0x1000","mov x0, x22;bl 0x1000"
"mov rdi, qword ptr [rsp+0x30];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"test r13, r13;je 0x1000","cbz x21, 0x1000;str x25, []"
"call 0x1000 ;jmp 0x2000"," bl 0x1000 ;b 0x2000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"mov rdi, r13;call 0x1000","mov x0, x22;bl 0x1000"
"mov esi, 0x38;mov rdi, r13;call 0x1000 ;lea rax, [rbp-0xb0];mov qword ptr [rbp-0x140], rax;mov qword ptr [rbp-0x140], rax","mov w1, # 0x38;mov x0, x22;bl 0x1000 ;str x0, []"
"mov rdi, qword ptr [rbp-0x150];mov rax, qword ptr [rdi];call qword ptr [rax+0x10];mov rdi, qword ptr [rbp-0x140];call 0x1000 ;mov rax, qword ptr [rbp-0xe8];mov r12d, dword ptr [rbp-0xe0];mov r14, rax","ldr x0, [];ldr x0, [];ldr x1, [];ldr x0, [];blr x1 ;mov x23, x0"
"lea eax, [r12-0x1];mov r13, qword ptr [r14+rax*8];mov r12, rax;test r13, r13;je 0x1000","sub w0, w19, # 0x1;ldr x21, [];cbz x21, 0x1000"
"mov qword ptr [rbp-0xe8], r14;test r14, r14;je 0x1000","str x24, [];cbz x24, 0x1000"
"test r12d, r12d;jne 0x1000","cbnz w21, 0x1000;stp x21, x22, []"
"mov rdi, qword ptr [r13+0x8];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, r15;call 0x1000 ;mov rdi, rbx;call 0x2000 ;call 0x3000 ;mov r12d, 0x4000;jmp 0x5000","mov x0, x20;bl 0x1000 ;mov x0, x19;bl 0x2000 ;bl 0x3000 ;mov w21, # 0x4000;b 0x5000"
"mov rdi, r14;call 0x1000","mov x0, x19;bl 0x1000"
"mov esi, 0x20;mov rdi, r13;call 0x1000 ;jmp 0x2000","mov w1, # 0x20;mov x0, x23;bl 0x1000 ;b 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rbp-0xc0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov rax, qword ptr [r13];mov rdi, r13;call qword ptr [rax+0x10];jmp 0x1000","ldr x8, [];ldr x8, [];b 0x1000"
"mov rdi, rax;mov rax, rdx;add rax, 0x1;jne 0x1000","mov x6, x2;b 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rbx, rax;mov rax, qword ptr [rbp-0xe8];mov r12d, dword ptr [rbp-0xe0];mov r14, rax;jmp 0x1000","mov x19, x0;ldr x0, [];mov x28, x0;b 0x1000"
"test r12d, r12d;jne 0x1000","cbnz w21, 0x1000;stp x21, x22, []"
"lea eax, [r12-0x1];mov r13, qword ptr [r14+rax*8];mov r12, rax;test r13, r13;je 0x1000","sub w0, w19, # 0x1;ldr x21, [];cbz x21, 0x1000"
"mov qword ptr [rbp-0xe8], r14;test r14, r14;je 0x1000","str x24, [];cbz x24, 0x1000"
"mov rdi, qword ptr [r13+0x8];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, r15;call 0x1000 ;mov rdi, rbx;call 0x2000 ;call 0x3000 ;mov r12d, 0x4000;jmp 0x5000","mov x0, x20;bl 0x1000 ;mov x0, x19;bl 0x2000 ;bl 0x3000 ;mov w21, # 0x4000;b 0x5000"
"mov rdi, r14;call 0x1000","mov x0, x19;bl 0x1000"
"mov esi, 0x20;mov rdi, r13;call 0x1000 ;jmp 0x2000","mov w1, # 0x20;mov x0, x23;bl 0x1000 ;b 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, r14;mov esi, 0xe8;call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000","mov x0, x20;bl 0x1000 ;mov w1, # 0xe8;mov x0, x19;bl 0x2000"
"mov rdi, qword ptr [rsp+0x1b0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0xf0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0xd0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"lea r12, [rsp+0x220];mov rdi, qword ptr [rsp+0x98];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rbp, rbx;mov rdi, qword ptr [rsp+0x190];test rdi, rdi;jne 0x1000","ldr x19, [];cbnz x19, 0x1000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10];jmp 0x1000","ldr x1, [];ldr x1, [];blr x1 ;b 0x1000"
"lea rax, [0x1000];mov rsi, qword ptr [rsp+0x160];mov rdi, rax;call qword ptr [rax+0x8];mov rdi, r12;call 0x2000 ;mov rdi, qword ptr [rsp+0xb0];test rdi, rdi;je 0x3000","ldr x0, [];ldr x2, [];ldr x1, [];mov x0, x21;blr x2 ;cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0x148];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x138];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x128];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x88];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x80];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov rdi, qword ptr [rsp+0xf0];test rdi, rdi;jne 0x1000","ldr x0, [];cbnz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"jmp 0x1000"," b 0x1000 ;str x21, []"
"mov rbp, rbx;mov rdi, qword ptr [rsp+0x190];test rdi, rdi;jne 0x1000","ldr x19, [];cbnz x19, 0x1000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"lea r12, [rsp+0x220];mov rdi, qword ptr [rsp+0x98];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10];jmp 0x1000","ldr x1, [];ldr x1, [];blr x1 ;b 0x1000"
"lea rax, [0x1000];mov rsi, qword ptr [rsp+0x160];mov rdi, rax;call qword ptr [rax+0x8];mov rdi, r12;call 0x2000 ;mov rdi, qword ptr [rsp+0xb0];test rdi, rdi;je 0x3000","ldr x0, [];ldr x2, [];ldr x1, [];mov x0, x21;blr x2 ;cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0x148];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x138];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x128];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x88];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x80];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov rbx, rax;jmp 0x1000 ;jmp 0x2000"," b 0x1000 ;mov x19, x0;b 0x2000"
"mov esi, 0x10;mov rdi, r14;call 0x1000 ;call 0x2000 ;call 0x3000","mov x0, x20;bl 0x1000 ;mov w1, # 0x10;mov x0, x19;bl 0x2000"
"mov rdi, qword ptr [rsp+0xd0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0x1e8];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x1c0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x98];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;jmp 0x2000"," bl 0x1000 ;b 0x2000"
"mov rbp, rbx;mov rdi, qword ptr [rsp+0x190];test rdi, rdi;jne 0x1000","ldr x19, [];cbnz x19, 0x1000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10];jmp 0x1000","ldr x1, [];ldr x1, [];blr x1 ;b 0x1000"
"lea rax, [0x1000];mov rsi, qword ptr [rsp+0x160];mov rdi, rax;call qword ptr [rax+0x8];mov rdi, r12;call 0x2000 ;mov rdi, qword ptr [rsp+0xb0];test rdi, rdi;je 0x3000","ldr x0, [];ldr x2, [];ldr x1, [];mov x0, x21;blr x2 ;cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0x148];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x138];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x128];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x88];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x80];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov rbx, rax;jmp 0x1000","mov x19, x0;b 0x1000"
"mov rdi, qword ptr [rsp+0x1e8];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0x1c0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x98];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;jmp 0x2000"," bl 0x1000 ;b 0x2000"
"mov rbp, rbx;mov rdi, qword ptr [rsp+0x190];test rdi, rdi;jne 0x1000","ldr x19, [];cbnz x19, 0x1000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10];jmp 0x1000","ldr x1, [];ldr x1, [];blr x1 ;b 0x1000"
"lea rax, [0x1000];mov rsi, qword ptr [rsp+0x160];mov rdi, rax;call qword ptr [rax+0x8];mov rdi, r12;call 0x2000 ;mov rdi, qword ptr [rsp+0xb0];test rdi, rdi;je 0x3000","ldr x0, [];ldr x2, [];ldr x1, [];mov x0, x21;blr x2 ;cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0x148];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x138];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x128];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x88];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x80];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov rdi, qword ptr [rsp+0x1b0];test rdi, rdi;jne 0x1000","ldr x0, [];cbnz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"jmp 0x1000"," b 0x1000 ;str x21, []"
"mov rbp, rbx;mov rdi, qword ptr [rsp+0x190];test rdi, rdi;jne 0x1000","ldr x19, [];cbnz x19, 0x1000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"lea r12, [rsp+0x220];mov rdi, qword ptr [rsp+0x98];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10];jmp 0x1000","ldr x1, [];ldr x1, [];blr x1 ;b 0x1000"
"lea rax, [0x1000];mov rsi, qword ptr [rsp+0x160];mov rdi, rax;call qword ptr [rax+0x8];mov rdi, r12;call 0x2000 ;mov rdi, qword ptr [rsp+0xb0];test rdi, rdi;je 0x3000","ldr x0, [];ldr x2, [];ldr x1, [];mov x0, x21;blr x2 ;cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0x148];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x138];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x128];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x88];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x80];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov rbx, rax;jmp 0x1000","mov x19, x0;b 0x1000"
"lea r12, [rsp+0x220];mov rdi, qword ptr [rsp+0x98];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rbp, rbx;mov rdi, qword ptr [rsp+0x190];test rdi, rdi;jne 0x1000","ldr x19, [];cbnz x19, 0x1000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10];jmp 0x1000","ldr x1, [];ldr x1, [];blr x1 ;b 0x1000"
