"amd64_code","aarch64_code"
"mov rax, qword ptr [rsp+0x18];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x20;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;retn","ldp x19, x20, [];ldp x29, x30, [] # 0x60;ret"
"mov r12d, 0x1;pop rbx ;pop rbp ;mov eax, r12d;pop r12 ;retn","mov w0, w21;ldp x19, x20, [];ldr x21, [];ldp x29, x30, [] # 0x30;ret"
"mov rcx, qword ptr [rsp+0x38];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x48;pop rbx ;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [] # 0x80;ret"
"mov rcx, qword ptr [rsp+0x38];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x48;pop rbx ;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [] # 0x80;ret"
"mov rcx, qword ptr [rsp+0x8];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x10;pop rbx ;retn","ldp x29, x30, [];add sp, sp, # 0x20;ret"
"mov rax, qword ptr [rsp+0x78];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x88;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xd0;ret"
"mov rax, qword ptr [rsp+0x78];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x88;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xd0;ret"
"endbr64","ldp x29, x30, [] # 0x10;ret"
"endbr64","ldp x29, x30, [] # 0x10;ret"
"mov rsi, qword ptr [rsp+0x28];xor rsi, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];cmp x1, x0;b.ne 0x1000"
"add rsp, 0x30;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [] # 0x60;ret"
"endbr64","ldp x29, x30, [] # 0x10;ret"
"endbr64","ldp x29, x30, [] # 0x10;ret"
"mov rcx, qword ptr [rsp+0x18];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x1, x1, x0;cbnz x1, 0x1000"
"add rsp, 0x28;pop rbp ;pop r12 ;retn","ldp x19, x20, [];ldp x29, x30, [] # 0x60;ret"
"mov rdi, qword ptr [rsp+0x38];xor rdi, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x48;pop rbp ;pop r12 ;pop r13 ;pop r14 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x90;ret"
"add rsp, 0x8;retn","ldp x29, x30, [] # 0x10;ret"
"mov rax, qword ptr [r15];mov rdi, r15;call qword ptr [rax+0x10];mov rdi, rbx;call 0x1000 ;call 0x2000 ;mov dword ptr [rsp+0x10] 0x3000;jmp 0x4000","ldr x8, [];mov x0, x21;bl 0x1000 ;mov w0, # 0x2000;b 0x3000"
"mov rax, qword ptr [rsp+0x48];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x0, x0, x1;cbnz x0, 0x1000"
"mov eax, dword ptr [rsp+0x10];add rsp, 0x58;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x80;ret"
"mov rax, qword ptr [rsp+0x58];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x68;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xb0;ret"
"mov rax, qword ptr [rsp+0x58];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x68;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xb0;ret"
"mov rcx, qword ptr [rsp+0x28];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];cmp x1, x0;b.ne 0x1000"
"add rsp, 0x30;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [] # 0x60;ret"
"mov rbx, qword ptr [rsp+0x58];xor rbx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x60;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [] # 0x60;ret"
"mov r12d, 0x1;pop rbx ;pop rbp ;mov eax, r12d;pop r12 ;retn","mov w0, w21;ldp x19, x20, [];ldr x21, [];ldp x29, x30, [] # 0x30;ret"
"mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;retn","mov w0, w21;ldp x19, x20, [];ldr x21, [];ldp x29, x30, [] # 0x30;ret"
"mov rdi, rbp;call 0x1000 ;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;retn","mov x0, x20;bl 0x1000 ;ldp x19, x20, [];ldp x29, x30, [] # 0x30;ret"
"mov rsi, qword ptr [rsp+0x28];xor rsi, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];cmp x1, x0;b.ne 0x1000"
"add rsp, 0x30;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [] # 0x60;ret"
"mov rcx, qword ptr [rsp+0x18];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x1, x1, x0;cbnz x1, 0x1000"
"add rsp, 0x28;pop rbp ;pop r12 ;retn","ldp x19, x20, [];ldp x29, x30, [] # 0x60;ret"
"mov rcx, qword ptr [rsp+0x28];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];cmp x1, x0;b.ne 0x1000"
"add rsp, 0x38;pop rbx ;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [];add sp, sp, # 0x80;ret"
"add rsp, 0x8;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x29, x30, [] # 0x30;ret"
"mov rcx, qword ptr [rsp+0x58];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x60;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x70;ret"
"mov rcx, qword ptr [rsp+0x58];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x60;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x70;ret"
"mov rcx, qword ptr [rsp+0x58];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x60;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x70;ret"
"mov rax, qword ptr [rsp+0x8];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x10;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;retn","ldp x19, x20, [];ldp x29, x30, [] # 0x30;ret"
"mov rcx, qword ptr [rsp+0x18];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x1, x1, x0;cbnz x1, 0x1000"
"add rsp, 0x28;pop rbp ;pop r12 ;retn","ldp x19, x20, [];ldp x29, x30, [] # 0x60;ret"
"mov rcx, qword ptr [rsp+0x18];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x1, x1, x0;cbnz x1, 0x1000"
"add rsp, 0x28;pop rbp ;pop r12 ;retn","ldp x19, x20, [];ldp x29, x30, [] # 0x60;ret"
"endbr64","ldp x29, x30, [] # 0x10;ret"
"add rsp, 0x18;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [] # 0x60;ret"
"mov rax, qword ptr [rsp+0x18];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x28;mov eax, r8d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x70;ret"
"mov rax, qword ptr [rsp+0x18];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x28;mov eax, r8d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x70;ret"
"endbr64","ldp x29, x30, [] # 0x10;ret"
"mov rcx, qword ptr [rsp+0x38];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x48;pop rbx ;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [] # 0x80;ret"
"endbr64","ldp x29, x30, [] # 0x10;ret"
"mov rsi, qword ptr [rsp+0x38];xor rsi, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];cmp x1, x0;b.ne 0x1000"
"add rsp, 0x40;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x70;ret"
"mov rcx, qword ptr [rsp+0x8];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x18;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [] # 0x60;ret"
"mov rax, qword ptr [rsp+0x68];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x78;mov eax, r15d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xb0;ret"
"mov rax, qword ptr [rsp+0x68];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x78;mov eax, r15d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xb0;ret"
"mov rax, qword ptr [rsp+0x48];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x58;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x90;ret"
"mov rax, qword ptr [rsp+0x48];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x58;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x90;ret"
"add rsp, 0x8;retn","ldp x29, x30, [] # 0x10;ret"
"mov rax, qword ptr [rsp+0x48];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x58;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x90;ret"
"mov rax, qword ptr [rsp+0x48];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x58;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x90;ret"
"mov rbx, qword ptr [rsp+0x28];xor rbx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x38;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x23, x24, [];ldr x25, [];ldp x29, x30, [];add sp, sp, # 0x60;ret"
"mov rcx, qword ptr [rsp+0x48];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x58;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x90;ret"
"add rsp, 0x8;pop rbx ;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [] # 0x30;ret"
"mov rax, qword ptr [rsp+0x58];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x68;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xb0;ret"
"mov rax, qword ptr [rsp+0x58];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x68;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xb0;ret"
"mov rcx, qword ptr [rsp+0x18];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x1, x1, x0;cbnz x1, 0x1000"
"add rsp, 0x28;pop rbp ;pop r12 ;retn","ldp x19, x20, [];ldp x29, x30, [] # 0x60;ret"
"mov rcx, qword ptr [rsp+0x78];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];cmp x1, x0;b.ne 0x1000"
"add rsp, 0x88;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xd0;ret"
"mov rcx, qword ptr [rsp+0x18];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x1, x1, x0;cbnz x1, 0x1000"
"add rsp, 0x28;pop rbp ;pop r12 ;retn","ldp x19, x20, [];ldp x29, x30, [] # 0x60;ret"
"mov rbx, qword ptr [rsp+0x78];xor rbx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x19, [];ands x19, x0, x19;b.ne 0x1000"
"add rsp, 0x88;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xd0;ret"
"mov rbx, qword ptr [rsp+0x78];xor rbx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x19, [];ands x19, x0, x19;b.ne 0x1000"
"add rsp, 0x88;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xd0;ret"
"mov rbx, qword ptr [rsp+0x78];xor rbx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x19, [];ands x19, x0, x19;b.ne 0x1000"
"add rsp, 0x88;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xd0;ret"
"mov rbx, qword ptr [rsp+0x78];xor rbx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x19, [];ands x19, x0, x19;b.ne 0x1000"
"add rsp, 0x88;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xd0;ret"
"add rsp, 0x8;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x29, x30, [] # 0x30;ret"
"add rsp, 0x8;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x29, x30, [] # 0x30;ret"
"mov rcx, qword ptr [rsp+0x18];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x1, x1, x0;cbnz x1, 0x1000"
"add rsp, 0x28;pop rbp ;pop r12 ;retn","ldp x19, x20, [];ldp x29, x30, [] # 0x60;ret"
"add rsp, 0x8;pop rbx ;pop rbp ;retn","ldp x19, x20, [];ldp x29, x30, [] # 0x20;ret"
"mov rcx, qword ptr [rsp+0x28];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];cmp x1, x0;b.ne 0x1000"
"add rsp, 0x38;pop rbx ;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [];add sp, sp, # 0x80;ret"
"mov rcx, qword ptr [rsp+0x28];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];cmp x1, x0;b.ne 0x1000"
"add rsp, 0x38;pop rbx ;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [];add sp, sp, # 0x80;ret"
"mov rcx, qword ptr [rsp+0x28];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];cmp x1, x0;b.ne 0x1000"
"add rsp, 0x38;pop rbx ;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [];add sp, sp, # 0x80;ret"
"mov rcx, qword ptr [rsp+0x28];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];cmp x1, x0;b.ne 0x1000"
"add rsp, 0x38;pop rbx ;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [];add sp, sp, # 0x80;ret"
"mov rcx, qword ptr [rsp+0x28];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];cmp x1, x0;b.ne 0x1000"
"add rsp, 0x38;pop rbx ;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [];add sp, sp, # 0x80;ret"
"mov rcx, qword ptr [rsp+0x28];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];cmp x1, x0;b.ne 0x1000"
"add rsp, 0x38;pop rbx ;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [];add sp, sp, # 0x80;ret"
"mov rcx, qword ptr [rsp+0x28];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];cmp x1, x0;b.ne 0x1000"
"add rsp, 0x38;pop rbx ;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [];add sp, sp, # 0x80;ret"
"mov rsi, qword ptr [rsp+0x18];xor rsi, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];cmp x1, x0;b.ne 0x1000"
"add rsp, 0x28;pop rbp ;pop r12 ;retn","ldp x19, x20, [];ldp x29, x30, [] # 0x60;ret"
"mov rbx, qword ptr [rsp+0x48];xor rbx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x58;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x90;ret"
"mov rbx, qword ptr [rsp+0x48];xor rbx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x58;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x90;ret"
"mov rbx, qword ptr [rsp+0x48];xor rbx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x58;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x90;ret"
"mov rbx, qword ptr [rsp+0x48];xor rbx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x58;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x90;ret"
"add rsp, 0x8;pop rbx ;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [] # 0x30;ret"
"mov rcx, qword ptr [rsp+0x18];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x1, x1, x0;cbnz x1, 0x1000"
"add rsp, 0x28;pop rbp ;pop r12 ;retn","ldp x19, x20, [];ldp x29, x30, [] # 0x60;ret"
"add rsp, 0x8;retn","ldp x29, x30, [] # 0x10;ret"
"mov rbx, qword ptr [rsp+0x28];xor rbx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x38;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x23, x24, [];ldr x25, [];ldp x29, x30, [];add sp, sp, # 0x60;ret"
"mov rcx, qword ptr [rsp+0x28];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];cmp x1, x0;b.ne 0x1000"
"add rsp, 0x38;pop rbx ;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [];add sp, sp, # 0x80;ret"
"mov rsi, qword ptr [rsp+0x18];xor rsi, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];cmp x1, x0;b.ne 0x1000"
"add rsp, 0x28;pop rbp ;pop r12 ;retn","ldp x19, x20, [];ldp x29, x30, [] # 0x60;ret"
"mov rbx, qword ptr [rbp-0x38];xor rbx, qword ptr [fs:0x28];jne 0x1000","ldr x19, [];ldr x0, [];cmp x19, x0;b.ne 0x1000"
"lea rsp, [rbp-0x28];pop rbx ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;pop rbp ;retn","mov sp, x29;ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x29, x30, [] # 0x50;ret"
